"Round","Category","Tier","Variable","Unit","Definition"
"1","Energy",1,"Capacity|Electricity|Solar","GW","total installed electricity generation capacity of solar power installations"
"1","Energy",1,"Capacity|Electricity|Solar|CSP","GW","total installed electricity generation capacity of CSP plants"
"1","Energy",1,"Capacity|Electricity|Solar|PV","GW","total installed electricity generation capacity of PV installations"
"1","Energy",1,"Capacity|Electricity|Storage Capacity","GW","Total installed generating capacity of electricity storage"
"1","Energy",1,"Capacity|Electricity|Storage Capacity|Battery","GW","Total installed generating capacity of electricity battery storage"
"1","Energy",1,"Capacity|Electricity|Storage Capacity|Other","GW","Total installed generating capacity of electricity of all other types"
"1","Energy",1,"Capacity|Electricity|Storage Capacity|PSH","GW","Total installed generating capacity of electricity of pumped hydropower storage"
"1","Energy",1,"Capacity|Electricity|Storage Energy","GWh","Total energy storage capacity of energy storage"
"1","Energy",1,"Capacity|Electricity|Storage Energy|Battery","GWh","Total energy storage capacity of battery storage"
"1","Energy",1,"Capacity|Electricity|Storage Energy|Other","GWh","Total energy storage capacity of energy storage of all other types"
"1","Energy",1,"Capacity|Electricity|Storage Energy|PSH","GWh","Total energy storage capacity of operating pumped hydropower storage"
"1","Energy",1,"Capacity|Electricity|Transmissions Grid","GWkm","Total installed capacity of operating transmission grid"
"1","Energy",1,"Capacity|Electricity|Wind","GW","total installed electricity generation capacity of wind power installations"
"1","Energy",1,"Capacity|Electricity|Wind|Offshore","GW","total installed electricity generation capacity of offshore wind power installations"
"1","Energy",1,"Capacity|Electricity|Wind|Onshore","GW","total installed electricity generation capacity of onshore wind power installations"
"tbd","Energy",4,"Capacity|Gases|Biomass","GW","Total installed (available) capacity of biomass to gas plants."
"tbd","Energy",4,"Capacity|Gases|Biomass|w/ CCS","GW","Total installed (available) capacity of biomass to gas plants with CCS. The installed (available) capacity of CCS biomass to gas plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Gases|Biomass|w/ CCS|1, ..., Capacity|Gases|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Gases|Biomass|w/o CCS","GW","Total installed (available) capacity of biomass to gas plants without CCS. The installed (available) capacity of biomass to gas plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Gases|Biomass|w/o CCS|1, ..., Capacity|Gases|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Gases|Coal","GW","Total installed (available) capacity of coal to gas plants."
"tbd","Energy",4,"Capacity|Gases|Coal|w/ CCS","GW","Total installed (available) capacity of coal to gas plants with CCS. The installed (available) capacity of CCS coal to gas plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Gases|Coal|w/ CCS|1, ..., Capacity|Gases|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Gases|Coal|w/o CCS","GW","Total installed (available) capacity of coal to gas plants without CCS. The installed (available) capacity of coal to gas plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Gases|Coal|w/o CCS|1, ..., Capacity|Gases|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Hydrogen|Biomass","GW","Total installed (available) capacity of biomass to hydrogen plants."
"tbd","Energy",4,"Capacity|Hydrogen|Biomass|w/ CCS","GW","Total installed (available) capacity of biomass to hydrogen plants with CCS. The installed (available) capacity of CCS biomass to hydrogen plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Biomass|w/ CCS|1, ..., Capacity|Hydrogen|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Hydrogen|Biomass|w/o CCS","GW","Total installed (available) capacity of biomass to hydrogen plants without CCS. The installed (available) capacity of biomass to hydrogen plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Biomass|w/o CCS|1, ..., Capacity|Hydrogen|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Hydrogen|Coal","GW","Total installed (available) capacity of coal to hydrogen plants."
"tbd","Energy",4,"Capacity|Hydrogen|Coal|w/ CCS","GW","Total installed (available) capacity of coal to hydrogen plants with CCS. The installed (available) capacity of CCS coal to hydrogen plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Coal|w/ CCS|1, ..., Capacity|Hydrogen|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Hydrogen|Coal|w/o CCS","GW","Total installed (available) capacity of coal to hydrogen plants without CCS. The installed (available) capacity of coal to hydrogen plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Coal|w/o CCS|1, ..., Capacity|Hydrogen|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Hydrogen|Electricity","GW","Total installed (available) capacity of hydrogen-by-electrolysis plants. The installed (available) capacity of hydrogen-by-electrolysis plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Electricity|w/ CCS|1, ..., Capacity|Hydrogen|Electricity|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Hydrogen|Gas","GW","Total installed (available) capacity of gas to hydrogen plants."
"tbd","Energy",4,"Capacity|Hydrogen|Gas|w/ CCS","GW","Total installed (available) capacity of gas to hydrogen plants with CCS. The installed (available) capacity of CCS gas to hydrogen plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Gas|w/ CCS|1, ..., Capacity|Hydrogen|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Hydrogen|Gas|w/o CCS","GW","Total installed (available) capacity of gas to hydrogen plants without CCS. The installed (available) capacity of gas to hydrogen plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Hydrogen|Gas|w/o CCS|1, ..., Capacity|Hydrogen|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Liquids|Biomass","GW","Total installed (available) capacity of biomass to liquids plants."
"tbd","Energy",4,"Capacity|Liquids|Biomass|w/ CCS","GW","Total installed (available) capacity of biomass to liquids plants with CCS. The installed (available) capacity of CCS biomass to liquids plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Biomass|w/ CCS|1, ..., Capacity|Liquids|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Liquids|Biomass|w/o CCS","GW","Total installed (available) capacity of biomass to liquids plants without CCS. The installed (available) capacity of biomass to liquids plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Biomass|w/o CCS|1, ..., Capacity|Liquids|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Liquids|Coal","GW","Total installed (available) capacity of coal to liquids plants."
"tbd","Energy",4,"Capacity|Liquids|Coal|w/ CCS","GW","Total installed (available) capacity of coal to liquids plants with CCS. The installed (available) capacity of CCS coal to liquids plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Coal|w/ CCS|1, ..., Capacity|Liquids|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Liquids|Coal|w/o CCS","GW","Total installed (available) capacity of coal to liquids plants without CCS. The installed (available) capacity of coal to liquids plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Coal|w/o CCS|1, ..., Capacity|Liquids|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Liquids|Gas","GW","Total installed (available) capacity of gas to liquids plants."
"tbd","Energy",4,"Capacity|Liquids|Gas|w/ CCS","GW","Total installed (available) capacity of gas to liquids plants with CCS. The installed (available) capacity of CCS gas to liquids plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Gas|w/ CCS|1, ..., Capacity|Liquids|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Liquids|Gas|w/o CCS","GW","Total installed (available) capacity of gas to liquids plants without CCS. The installed (available) capacity of gas to liquids plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Gas|w/o CCS|1, ..., Capacity|Liquids|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Energy",4,"Capacity|Liquids|Oil","GW","Total installed (available) capacity of oil refining plants. The installed (available) capacity of oil refineries by plant type for which capital costs are reported should be reported by adding variables Capacity|Liquids|Oil|w/ CCS|1, ..., Capacity|Liquids|Oil|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet)."
"tbd","Capital costs",4,"Capital Cost|Electricity|Biomass|w/ CCS","US$2018/kW","capital cost of a new biomass power plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Electricity|Biomass|w/o CCS","US$2018/kW","capital cost of a new biomass power plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Electricity|Coal|w/ CCS","US$2018/kW","capital cost of a new coal power plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Electricity|Coal|w/o CCS","US$2018/kW","capital cost of a new coal power plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Electricity|Gas|w/ CCS","US$2018/kW","capital cost of a new gas power plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Electricity|Gas|w/o CCS","US$2018/kW","capital cost of a new gas power plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Electricity|Geothermal","US$2018/kW","capital cost of a new geothermal power plant. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Electricity|Hydro","US$2018/kW","capital cost of a new hydropower plant. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Electricity|Nuclear","US$2018/kW","capital cost of a new nuclear power plants. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Electricity|Solar|CSP","US$2018/kW","capital cost of a new concentrated solar power plant. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Electricity|Solar|PV","US$2018/kW","capital cost of a new solar PV units. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Electricity|Wind|Offshore","US$2018/kW","capital cost of a new offshore wind power plants. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Electricity|Wind|Onshore","US$2018/kW","capital cost of a new onshore wind power plants. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Gases|Biomass|w/ CCS","US$2018/kW","capital cost of a new biomass to gas plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Gases|Biomass|w/o CCS","US$2018/kW","capital cost of a new biomass to gas plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Gases|Coal|w/ CCS","US$2018/kW","capital cost of a new coal to gas plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Gases|Coal|w/o CCS","US$2018/kW","capital cost of a new coal to gas plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Hydrogen|Biomass|w/ CCS","US$2018/kW","capital cost of a new biomass to hydrogen plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Hydrogen|Biomass|w/o CCS","US$2018/kW","capital cost of a new biomass to hydrogen plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Hydrogen|Coal|w/ CCS","US$2018/kW","capital cost of a new coal to hydrogen plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Hydrogen|Coal|w/o CCS","US$2018/kW","capital cost of a new coal to hydrogen plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Hydrogen|Electricity","US$2018/kW","capital cost of a new hydrogen-by-electrolysis plant. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Hydrogen|Gas|w/ CCS","US$2018/kW","capital cost of a new gas to hydrogen plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Hydrogen|Gas|w/o CCS","US$2018/kW","capital cost of a new gas to hydrogen plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Liquids|Biomass|w/ CCS","US$2018/kW","capital cost of a new biomass to liquids plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Liquids|Biomass|w/o CCS","US$2018/kW","capital cost of a new biomass to liquids plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Liquids|Coal|w/ CCS","US$2018/kW","capital cost of a new coal to liquids plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Liquids|Coal|w/o CCS","US$2018/kW","capital cost of a new coal to liquids plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Liquids|Gas|w/ CCS","US$2018/kW","capital cost of a new gas to liquids plant with CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Liquids|Gas|w/o CCS","US$2018/kW","capital cost of a new gas to liquids plant w/o CCS. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"tbd","Capital costs",4,"Capital Cost|Liquids|Oil","US$2018/kW","capital cost of a new oil refining plant. If more than technology in this category is modelled, modellers should report capital costs for the technology that is used most; please specify the technology name/characteristics in the comments."
"1","CCS",1,"Carbon Sequestration|CCS","Mt CO2/yr","total carbon dioxide emissions captured and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",2,"Carbon Sequestration|CCS|Biomass|Energy","Mt CO2/yr","total carbon dioxide emissions captured from bioenergy use and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt CO2/yr","total carbon dioxide emissions captured from bioenergy use in industry (IPCC category 1A2) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Biomass|Energy|Supply","Mt CO2/yr","total carbon dioxide emissions captured from bioenergy use and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","total carbon dioxide emissions captured from bioenergy use in electricity production (part of IPCC category 1A1a) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Biomass|Energy|Supply|Gases","Mt CO2/yr","total carbon dioxide emissions captured from bioenergy use in gaseous fuel production, excl. hydrogen (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt CO2/yr","total carbon dioxide emissions captured from bioenergy use in hydrogen production (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Biomass|Energy|Supply|Liquids","Mt CO2/yr","total carbon dioxide emissions captured from bioenergy use in liquid fuel production (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Biomass|Energy|Supply|Other","Mt CO2/yr","total carbon dioxide emissions captured from bioenergy use in other energy supply (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",3,"Carbon Sequestration|CCS|Biomass|Industrial Processes","Mt CO2/yr","total carbon dioxide emissions captured from industrial processes from biomass (e.g., cement production, but not from fossil fuel burning) use and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
"1","CCS",2,"Carbon Sequestration|CCS|Fossil|Energy","Mt CO2/yr","total carbon dioxide emissions captured from fossil fuel use and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers"
