"figure_num","model","scenario","variable","unit","label","year","value"
"E.24.ew_projections_direct","MARKAL-NETL","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4265.25
"E.24.ew_projections_direct","MARKAL-NETL","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,3978.59
"E.24.ew_projections_direct","MARKAL-NETL","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,3385.68
"E.24.ew_projections_direct","MARKAL-NETL","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","MARKAL-NETL","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4284.46
"E.24.ew_projections_direct","MARKAL-NETL","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,4171.2
"E.24.ew_projections_direct","MARKAL-NETL","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,4163.41
"E.24.ew_projections_direct","NEMS-EIA","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","NEMS-EIA","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4564.102887
"E.24.ew_projections_direct","NEMS-EIA","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,4007.489174
"E.24.ew_projections_direct","NEMS-EIA","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,3904.675421
"E.24.ew_projections_direct","NEMS-EIA","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","NEMS-EIA","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4611.531392
"E.24.ew_projections_direct","NEMS-EIA","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,4436.179517
"E.24.ew_projections_direct","NEMS-EIA","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,4318.532851
"E.24.ew_projections_direct","NEMS-RHG","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","NEMS-RHG","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4617.66277995179
"E.24.ew_projections_direct","NEMS-RHG","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,3731.42341620699
"E.24.ew_projections_direct","NEMS-RHG","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,3572.57563575272
"E.24.ew_projections_direct","NEMS-RHG","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","NEMS-RHG","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4516.98988352657
"E.24.ew_projections_direct","NEMS-RHG","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,4267.33793080568
"E.24.ew_projections_direct","NEMS-RHG","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,4069.21513053717
"E.24.ew_projections_direct","RIO-REPEAT","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","RIO-REPEAT","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4771.5
"E.24.ew_projections_direct","RIO-REPEAT","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,3693
"E.24.ew_projections_direct","RIO-REPEAT","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,2763
"E.24.ew_projections_direct","RIO-REPEAT","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","RIO-REPEAT","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4809.5
"E.24.ew_projections_direct","RIO-REPEAT","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,4156
"E.24.ew_projections_direct","RIO-REPEAT","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,3710
"E.24.ew_projections_direct","USREP-ReEDS","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","USREP-ReEDS","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4127.409674
"E.24.ew_projections_direct","USREP-ReEDS","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,3493.680895
"E.24.ew_projections_direct","USREP-ReEDS","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,3231.66939
"E.24.ew_projections_direct","USREP-ReEDS","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","USREP-ReEDS","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4540.270473
"E.24.ew_projections_direct","USREP-ReEDS","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,4231.719803
"E.24.ew_projections_direct","USREP-ReEDS","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,4012.490192
"E.24.ew_projections_direct","NEMS-OP","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","NEMS-OP","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4547.97323704377
"E.24.ew_projections_direct","NEMS-OP","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,3836.38348433595
"E.24.ew_projections_direct","NEMS-OP","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,3402.58860082152
"E.24.ew_projections_direct","NEMS-OP","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","NEMS-OP","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4635.118241
"E.24.ew_projections_direct","NEMS-OP","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,4330.458905
"E.24.ew_projections_direct","NEMS-OP","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,4114.083147
"E.24.ew_projections_direct","REGEN-EPRI","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","REGEN-EPRI","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4523.30792416533
"E.24.ew_projections_direct","REGEN-EPRI","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,3990.38178732904
"E.24.ew_projections_direct","REGEN-EPRI","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,3224.40184675108
"E.24.ew_projections_direct","REGEN-EPRI","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,5032.212819
"E.24.ew_projections_direct","REGEN-EPRI","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,4563.70101682317
"E.24.ew_projections_direct","REGEN-EPRI","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,4187.81822874878
"E.24.ew_projections_direct","REGEN-EPRI","No IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,3948.07703792527
"E.24.ew_projections_direct","USREP-ReEDS","Historic","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","USREP-ReEDS","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,-412.860798999999
"E.24.ew_projections_direct","USREP-ReEDS","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,-738.038908
"E.24.ew_projections_direct","USREP-ReEDS","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,-780.820802
"E.24.ew_projections_direct","EPS-EI","Historic","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","EPS-EI","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,-261.312573522669
"E.24.ew_projections_direct","EPS-EI","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,-786.03878809471
"E.24.ew_projections_direct","EPS-EI","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,-1089.28793602317
"E.24.ew_projections_direct","GCAM-CGS","Historic","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","GCAM-CGS","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,-535.02148974807
"E.24.ew_projections_direct","GCAM-CGS","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,-980.48039810074
"E.24.ew_projections_direct","GCAM-CGS","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,-1093.1937848651
"E.24.ew_projections_direct","GCAM-PNNL","Historic","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","GCAM-PNNL","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,-162.266232007531
"E.24.ew_projections_direct","GCAM-PNNL","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,-461.81586387184
"E.24.ew_projections_direct","GCAM-PNNL","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,-477.89194968919
"E.24.ew_projections_direct","MARKAL-NETL","Historic","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","MARKAL-NETL","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,-19.21
"E.24.ew_projections_direct","MARKAL-NETL","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,-192.61
"E.24.ew_projections_direct","MARKAL-NETL","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,-777.73
"E.24.ew_projections_direct","NEMS-RHG","Historic","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","NEMS-RHG","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,100.67289642522
"E.24.ew_projections_direct","NEMS-RHG","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,-535.91451459869
"E.24.ew_projections_direct","NEMS-RHG","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,-496.63949478445
"E.24.ew_projections_direct","NEMS-OP","Historic","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","NEMS-OP","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,-87.1450039562342
"E.24.ew_projections_direct","NEMS-OP","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,-494.075420664049
"E.24.ew_projections_direct","NEMS-OP","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,-711.494546178478
"E.24.ew_projections_direct","REGEN-EPRI","Historic","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","REGEN-EPRI","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,-40.3930926578441
"E.24.ew_projections_direct","REGEN-EPRI","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,-197.436441419739
"E.24.ew_projections_direct","REGEN-EPRI","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,-723.675191174187
"E.24.ew_projections_direct","RIO-REPEAT","Historic","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","RIO-REPEAT","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,-38
"E.24.ew_projections_direct","RIO-REPEAT","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,-463
"E.24.ew_projections_direct","RIO-REPEAT","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,-947
"E.24.ew_projections_direct","NEMS-EIA","Historic","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","NEMS-EIA","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2025,-47.4285049999999
"E.24.ew_projections_direct","NEMS-EIA","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2030,-428.690343000001
"E.24.ew_projections_direct","NEMS-EIA","IRA","Emissions","Mt CO2/yr","Economy-Wide Direct Emissions",2035,-413.85743
"E.24.ew_projections_direct","USREP-ReEDS","Historic","Emissions","% ","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","USREP-ReEDS","IRA","Emissions","% ","Economy-Wide Direct Emissions",2025,-9.09330845937907
"E.24.ew_projections_direct","USREP-ReEDS","IRA","Emissions","% ","Economy-Wide Direct Emissions",2030,-17.4406374324874
"E.24.ew_projections_direct","USREP-ReEDS","IRA","Emissions","% ","Economy-Wide Direct Emissions",2035,-19.4597560277351
"E.24.ew_projections_direct","EPS-EI","Historic","Emissions","% ","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","EPS-EI","IRA","Emissions","% ","Economy-Wide Direct Emissions",2025,-5.43142609975459
"E.24.ew_projections_direct","EPS-EI","IRA","Emissions","% ","Economy-Wide Direct Emissions",2030,-17.5882539135112
"E.24.ew_projections_direct","EPS-EI","IRA","Emissions","% ","Economy-Wide Direct Emissions",2035,-25.5071056806331
"E.24.ew_projections_direct","GCAM-CGS","Historic","Emissions","% ","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","GCAM-CGS","IRA","Emissions","% ","Economy-Wide Direct Emissions",2025,-11.4361326758753
"E.24.ew_projections_direct","GCAM-CGS","IRA","Emissions","% ","Economy-Wide Direct Emissions",2030,-21.7130291250754
"E.24.ew_projections_direct","GCAM-CGS","IRA","Emissions","% ","Economy-Wide Direct Emissions",2035,-25.0828410628367
"E.24.ew_projections_direct","GCAM-PNNL","Historic","Emissions","% ","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","GCAM-PNNL","IRA","Emissions","% ","Economy-Wide Direct Emissions",2025,-3.76214127328569
"E.24.ew_projections_direct","GCAM-PNNL","IRA","Emissions","% ","Economy-Wide Direct Emissions",2030,-11.2813151116756
"E.24.ew_projections_direct","GCAM-PNNL","IRA","Emissions","% ","Economy-Wide Direct Emissions",2035,-12.6159437615942
"E.24.ew_projections_direct","MARKAL-NETL","Historic","Emissions","% ","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","MARKAL-NETL","IRA","Emissions","% ","Economy-Wide Direct Emissions",2025,-0.448364554693008
"E.24.ew_projections_direct","MARKAL-NETL","IRA","Emissions","% ","Economy-Wide Direct Emissions",2030,-4.61761603375527
"E.24.ew_projections_direct","MARKAL-NETL","IRA","Emissions","% ","Economy-Wide Direct Emissions",2035,-18.6801203820906
"E.24.ew_projections_direct","NEMS-RHG","Historic","Emissions","% ","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","NEMS-RHG","IRA","Emissions","% ","Economy-Wide Direct Emissions",2025,2.22876072386996
"E.24.ew_projections_direct","NEMS-RHG","IRA","Emissions","% ","Economy-Wide Direct Emissions",2030,-12.5585206348424
"E.24.ew_projections_direct","NEMS-RHG","IRA","Emissions","% ","Economy-Wide Direct Emissions",2035,-12.2047981945572
"E.24.ew_projections_direct","NEMS-OP","Historic","Emissions","% ","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","NEMS-OP","IRA","Emissions","% ","Economy-Wide Direct Emissions",2025,-1.88010314786345
"E.24.ew_projections_direct","NEMS-OP","IRA","Emissions","% ","Economy-Wide Direct Emissions",2030,-11.4093086091542
"E.24.ew_projections_direct","NEMS-OP","IRA","Emissions","% ","Economy-Wide Direct Emissions",2035,-17.294121697499
"E.24.ew_projections_direct","REGEN-EPRI","Historic","Emissions","% ","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","REGEN-EPRI","IRA","Emissions","% ","Economy-Wide Direct Emissions",2025,-0.885095068869391
"E.24.ew_projections_direct","REGEN-EPRI","IRA","Emissions","% ","Economy-Wide Direct Emissions",2030,-4.71454181235389
"E.24.ew_projections_direct","REGEN-EPRI","IRA","Emissions","% ","Economy-Wide Direct Emissions",2035,-18.3298143430981
"E.24.ew_projections_direct","RIO-REPEAT","Historic","Emissions","% ","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","RIO-REPEAT","IRA","Emissions","% ","Economy-Wide Direct Emissions",2025,-0.790102921301591
"E.24.ew_projections_direct","RIO-REPEAT","IRA","Emissions","% ","Economy-Wide Direct Emissions",2030,-11.1405197305101
"E.24.ew_projections_direct","RIO-REPEAT","IRA","Emissions","% ","Economy-Wide Direct Emissions",2035,-25.5256064690027
"E.24.ew_projections_direct","NEMS-EIA","Historic","Emissions","% ","Economy-Wide Direct Emissions",2021,0
"E.24.ew_projections_direct","NEMS-EIA","IRA","Emissions","% ","Economy-Wide Direct Emissions",2025,-1.02847624722403
"E.24.ew_projections_direct","NEMS-EIA","IRA","Emissions","% ","Economy-Wide Direct Emissions",2030,-9.66350305160567
"E.24.ew_projections_direct","NEMS-EIA","IRA","Emissions","% ","Economy-Wide Direct Emissions",2035,-9.58328775718742
