"figure_num","model","scenario","variable","unit","year","value"
"E.20.elec_share_econwide","EPS-EI","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,0.337171399999999
"E.20.elec_share_econwide","EPS-EI","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,0.952670499999996
"E.20.elec_share_econwide","EPS-EI","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,1.2247099
"E.20.elec_share_econwide","GCAM-CGS","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.20.elec_share_econwide","GCAM-CGS","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,1.1929951
"E.20.elec_share_econwide","GCAM-CGS","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,2.9815328
"E.20.elec_share_econwide","GCAM-CGS","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,1.1833938
"E.20.elec_share_econwide","GCAM-PNNL","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.20.elec_share_econwide","GCAM-PNNL","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,0.7645727240692
"E.20.elec_share_econwide","GCAM-PNNL","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,0.801336565271299
"E.20.elec_share_econwide","GCAM-PNNL","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,0.657200830281802
"E.20.elec_share_econwide","MARKAL-NETL","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.20.elec_share_econwide","MARKAL-NETL","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,-0.466194999999999
"E.20.elec_share_econwide","MARKAL-NETL","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,-0.655898499999999
"E.20.elec_share_econwide","MARKAL-NETL","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,-0.710226499999997
"E.20.elec_share_econwide","NEMS-RHG","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.20.elec_share_econwide","NEMS-RHG","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,3.5357101
"E.20.elec_share_econwide","NEMS-RHG","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,-0.494927699999998
"E.20.elec_share_econwide","NEMS-RHG","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,0.0592396999999956
"E.20.elec_share_econwide","OP-NEMS","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.20.elec_share_econwide","OP-NEMS","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,0.0808784388613013
"E.20.elec_share_econwide","OP-NEMS","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,1.2873482522913
"E.20.elec_share_econwide","OP-NEMS","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,2.341135865554
"E.20.elec_share_econwide","RIO-REPEAT","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.20.elec_share_econwide","RIO-REPEAT","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,0.100000000000001
"E.20.elec_share_econwide","RIO-REPEAT","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,1.16
"E.20.elec_share_econwide","RIO-REPEAT","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,3.01
"E.20.elec_share_econwide","USREP-ReEDS","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.20.elec_share_econwide","USREP-ReEDS","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,-0.173991355637199
"E.20.elec_share_econwide","USREP-ReEDS","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,0.730457263978103
"E.20.elec_share_econwide","USREP-ReEDS","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,1.1024370100257
"E.20.elec_share_econwide","EPS-EI","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.20.elec_share_econwide","EPS-EI","% Difference","Economy-Wide","% Difference from No IRA",2025,1.63046023048761
"E.20.elec_share_econwide","EPS-EI","% Difference","Economy-Wide","% Difference from No IRA",2030,4.26084705283664
"E.20.elec_share_econwide","EPS-EI","% Difference","Economy-Wide","% Difference from No IRA",2035,5.00731836538982
"E.20.elec_share_econwide","GCAM-CGS","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.20.elec_share_econwide","GCAM-CGS","% Difference","Economy-Wide","% Difference from No IRA",2025,5.56113701880268
"E.20.elec_share_econwide","GCAM-CGS","% Difference","Economy-Wide","% Difference from No IRA",2030,13.0521643369492
"E.20.elec_share_econwide","GCAM-CGS","% Difference","Economy-Wide","% Difference from No IRA",2035,4.68331000181337
"E.20.elec_share_econwide","GCAM-PNNL","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.20.elec_share_econwide","GCAM-PNNL","% Difference","Economy-Wide","% Difference from No IRA",2025,3.28956720298402
"E.20.elec_share_econwide","GCAM-PNNL","% Difference","Economy-Wide","% Difference from No IRA",2030,3.06726920373568
"E.20.elec_share_econwide","GCAM-PNNL","% Difference","Economy-Wide","% Difference from No IRA",2035,2.21922123173259
"E.20.elec_share_econwide","MARKAL-NETL","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.20.elec_share_econwide","MARKAL-NETL","% Difference","Economy-Wide","% Difference from No IRA",2025,-1.91017667041466
"E.20.elec_share_econwide","MARKAL-NETL","% Difference","Economy-Wide","% Difference from No IRA",2030,-2.57942032297712
"E.20.elec_share_econwide","MARKAL-NETL","% Difference","Economy-Wide","% Difference from No IRA",2035,-2.70531732449101
"E.20.elec_share_econwide","NEMS-RHG","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.20.elec_share_econwide","NEMS-RHG","% Difference","Economy-Wide","% Difference from No IRA",2025,15.5192101591285
"E.20.elec_share_econwide","NEMS-RHG","% Difference","Economy-Wide","% Difference from No IRA",2030,-2.09379474077674
"E.20.elec_share_econwide","NEMS-RHG","% Difference","Economy-Wide","% Difference from No IRA",2035,0.236613064775541
"E.20.elec_share_econwide","OP-NEMS","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.20.elec_share_econwide","OP-NEMS","% Difference","Economy-Wide","% Difference from No IRA",2025,0.431695072829449
"E.20.elec_share_econwide","OP-NEMS","% Difference","Economy-Wide","% Difference from No IRA",2030,6.72627483087323
"E.20.elec_share_econwide","OP-NEMS","% Difference","Economy-Wide","% Difference from No IRA",2035,11.7565636508473
"E.20.elec_share_econwide","RIO-REPEAT","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.20.elec_share_econwide","RIO-REPEAT","% Difference","Economy-Wide","% Difference from No IRA",2025,0.48146364949447
"E.20.elec_share_econwide","RIO-REPEAT","% Difference","Economy-Wide","% Difference from No IRA",2030,5.10114335971856
"E.20.elec_share_econwide","RIO-REPEAT","% Difference","Economy-Wide","% Difference from No IRA",2035,11.7670054730258
"E.20.elec_share_econwide","USREP-ReEDS","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.20.elec_share_econwide","USREP-ReEDS","% Difference","Economy-Wide","% Difference from No IRA",2025,-0.82620569675322
"E.20.elec_share_econwide","USREP-ReEDS","% Difference","Economy-Wide","% Difference from No IRA",2030,3.29811473702274
"E.20.elec_share_econwide","USREP-ReEDS","% Difference","Economy-Wide","% Difference from No IRA",2035,4.72096072846334
